dates,timestamps,value,anomaly,dates
11-02-1992,6.97766E+11,20.017925,FALSE,11-02-1992
12-02-1992,6.97853E+11,19.72328,FALSE,12-02-1992
13-02-1992,6.97939E+11,19.849913,FALSE,13-02-1992
14-02-1992,6.98026E+11,18.853382,FALSE,14-02-1992
15-02-1992,6.98112E+11,18.203749,FALSE,15-02-1992
16-02-1992,6.98198E+11,18.84153,FALSE,16-02-1992
17-02-1992,6.98285E+11,18.901985,FALSE,17-02-1992
18-02-1992,6.98371E+11,19.82549,FALSE,18-02-1992
19-02-1992,6.98458E+11,20.214144,FALSE,19-02-1992
20-02-1992,6.98544E+11,20.526657,FALSE,20-02-1992
21-02-1992,6.9863E+11,19.463127,FALSE,21-02-1992
22-02-1992,6.98717E+11,20.105743,FALSE,22-02-1992
23-02-1992,6.98803E+11,21.807266,FALSE,23-02-1992
24-02-1992,6.9889E+11,21.377802,FALSE,24-02-1992
25-02-1992,6.98976E+11,21.825132,FALSE,25-02-1992
26-02-1992,6.99062E+11,21.24113,FALSE,26-02-1992
27-02-1992,6.99149E+11,23.952484,FALSE,27-02-1992
28-02-1992,6.99235E+11,23.969019,FALSE,28-02-1992
29-02-1992,6.99322E+11,22.008343,FALSE,29-02-1992
01-03-1992,6.99408E+11,22.02761,FALSE,01-03-1992
02-03-1992,6.99494E+11,22.510859,FALSE,02-03-1992
03-03-1992,6.99581E+11,19.690968,FALSE,03-03-1992
04-03-1992,6.99667E+11,18.406391,FALSE,04-03-1992
05-03-1992,6.99754E+11,18.37279,FALSE,05-03-1992
06-03-1992,6.9984E+11,19.570927,FALSE,06-03-1992
07-03-1992,6.99926E+11,19.922268,FALSE,07-03-1992
08-03-1992,7.00013E+11,20.993776,FALSE,08-03-1992
09-03-1992,7.00099E+11,20.35459,FALSE,09-03-1992
10-03-1992,7.00186E+11,20.72467,FALSE,10-03-1992
11-03-1992,7.00272E+11,22.153963,FALSE,11-03-1992
12-03-1992,7.00358E+11,22.231836,FALSE,12-03-1992
13-03-1992,7.00445E+11,21.45023,FALSE,13-03-1992
14-03-1992,7.00531E+11,21.541368,FALSE,14-03-1992
15-03-1992,7.00618E+11,20.665974,FALSE,15-03-1992
16-03-1992,7.00704E+11,20.87695,FALSE,16-03-1992
17-03-1992,7.0079E+11,20.952686,FALSE,17-03-1992
18-03-1992,7.00877E+11,20.614557,FALSE,18-03-1992
19-03-1992,7.00963E+11,20.741827,FALSE,19-03-1992
20-03-1992,7.0105E+11,21.021294,FALSE,20-03-1992
21-03-1992,7.01136E+11,20.71111,FALSE,21-03-1992
22-03-1992,7.01222E+11,20.327723,FALSE,22-03-1992
23-03-1992,7.01309E+11,20.228094,FALSE,23-03-1992
24-03-1992,7.01395E+11,19.759605,FALSE,24-03-1992
25-03-1992,7.01482E+11,18.162918,FALSE,25-03-1992
26-03-1992,7.01568E+11,18.656729,FALSE,26-03-1992
27-03-1992,7.01654E+11,17.894533,FALSE,27-03-1992
28-03-1992,7.01741E+11,18.59585,FALSE,28-03-1992
29-03-1992,7.01827E+11,19.040054,FALSE,29-03-1992
30-03-1992,7.01914E+11,19.733702,FALSE,30-03-1992
31-03-1992,7.02E+11,16.80715,FALSE,31-03-1992
01-04-1992,7.02086E+11,17.417995,FALSE,01-04-1992
02-04-1992,7.02173E+11,16.561852,FALSE,02-04-1992
03-04-1992,7.02259E+11,16.68465,FALSE,03-04-1992
04-04-1992,7.02346E+11,17.081427,FALSE,04-04-1992
05-04-1992,7.02432E+11,17.855537,FALSE,05-04-1992
06-04-1992,7.02518E+11,18.54358,FALSE,06-04-1992
07-04-1992,7.02605E+11,18.478573,FALSE,07-04-1992
08-04-1992,7.02691E+11,19.255184,FALSE,08-04-1992
09-04-1992,7.02778E+11,20.394028,FALSE,09-04-1992
10-04-1992,7.02864E+11,20.027231,FALSE,10-04-1992
11-04-1992,7.0295E+11,20.19032,FALSE,11-04-1992
12-04-1992,7.03037E+11,19.832495,FALSE,12-04-1992
13-04-1992,7.03123E+11,19.955116,FALSE,13-04-1992
14-04-1992,7.0321E+11,21.16589,FALSE,14-04-1992
15-04-1992,7.03296E+11,21.398449,FALSE,15-04-1992
16-04-1992,7.03382E+11,21.059229,FALSE,16-04-1992
17-04-1992,7.03469E+11,20.679678,FALSE,17-04-1992
18-04-1992,7.03555E+11,20.409428,FALSE,18-04-1992
19-04-1992,7.03642E+11,19.76776,FALSE,19-04-1992
20-04-1992,7.03728E+11,19.757069,FALSE,20-04-1992
21-04-1992,7.03814E+11,19.851263,FALSE,21-04-1992
22-04-1992,7.03901E+11,19.087631,FALSE,22-04-1992
23-04-1992,7.03987E+11,21.060661,FALSE,23-04-1992
24-04-1992,7.04074E+11,21.12531,FALSE,24-04-1992
25-04-1992,7.0416E+11,20.119858,FALSE,25-04-1992
26-04-1992,7.04246E+11,21.029783,FALSE,26-04-1992
27-04-1992,7.04333E+11,21.898302,FALSE,27-04-1992
28-04-1992,7.04419E+11,21.335875,FALSE,28-04-1992
29-04-1992,7.04506E+11,21.465265,FALSE,29-04-1992
30-04-1992,7.04592E+11,20.792269,FALSE,30-04-1992
01-05-1992,7.04678E+11,20.611948,FALSE,01-05-1992
02-05-1992,7.04765E+11,18.928383,FALSE,02-05-1992
03-05-1992,7.04851E+11,18.787151,FALSE,03-05-1992
04-05-1992,7.04938E+11,18.721148,FALSE,04-05-1992
05-05-1992,7.05024E+11,19.34395,FALSE,05-05-1992
06-05-1992,7.0511E+11,20.188791,FALSE,06-05-1992
07-05-1992,7.05197E+11,21.197859,FALSE,07-05-1992
08-05-1992,7.05283E+11,19.173225,FALSE,08-05-1992
09-05-1992,7.0537E+11,18.708626,FALSE,09-05-1992
10-05-1992,7.05456E+11,19.737705,FALSE,10-05-1992
11-05-1992,7.05542E+11,19.823856,FALSE,11-05-1992
12-05-1992,7.05629E+11,20.953617,FALSE,12-05-1992
13-05-1992,7.05715E+11,20.772743,FALSE,13-05-1992
14-05-1992,7.05802E+11,21.524,FALSE,14-05-1992
15-05-1992,7.05888E+11,22.121164,FALSE,15-05-1992
16-05-1992,7.05974E+11,22.91023,FALSE,16-05-1992
17-05-1992,7.06061E+11,22.285059,FALSE,17-05-1992
18-05-1992,7.06147E+11,23.192875,FALSE,18-05-1992
19-05-1992,7.06234E+11,22.415522,FALSE,19-05-1992
20-05-1992,7.0632E+11,21.953463,FALSE,20-05-1992
21-05-1992,7.06406E+11,22.9501,FALSE,21-05-1992
22-05-1992,7.06493E+11,22.643593,FALSE,22-05-1992
23-05-1992,7.06579E+11,22.150438,FALSE,23-05-1992
24-05-1992,7.06666E+11,21.32403,FALSE,24-05-1992
25-05-1992,7.06752E+11,22.61569,FALSE,25-05-1992
26-05-1992,7.06838E+11,23.323843,FALSE,26-05-1992
27-05-1992,7.06925E+11,23.232784,FALSE,27-05-1992
28-05-1992,7.07011E+11,22.226553,FALSE,28-05-1992
29-05-1992,7.07098E+11,22.949621,FALSE,29-05-1992
30-05-1992,7.07184E+11,21.188787,FALSE,30-05-1992
31-05-1992,7.0727E+11,21.234732,FALSE,31-05-1992
01-06-1992,7.07357E+11,22.270931,FALSE,01-06-1992
02-06-1992,7.07443E+11,21.866035,FALSE,02-06-1992
03-06-1992,7.0753E+11,21.705397,FALSE,03-06-1992
04-06-1992,7.07616E+11,23.602621,FALSE,04-06-1992
05-06-1992,7.07702E+11,26.844954,FALSE,05-06-1992
06-06-1992,7.07789E+11,29.15236,FALSE,06-06-1992
07-06-1992,7.07875E+11,28.862736,FALSE,07-06-1992
08-06-1992,7.07962E+11,27.993193,FALSE,08-06-1992
09-06-1992,7.08048E+11,27.656523,FALSE,09-06-1992
10-06-1992,7.08134E+11,26.19197,FALSE,10-06-1992
11-06-1992,7.08221E+11,25.962301,FALSE,11-06-1992
12-06-1992,7.08307E+11,26.5043,FALSE,12-06-1992
13-06-1992,7.08394E+11,27.02699,FALSE,13-06-1992
14-06-1992,7.0848E+11,26.846527,FALSE,14-06-1992
15-06-1992,7.08566E+11,26.610641,FALSE,15-06-1992
16-06-1992,7.08653E+11,26.152575,FALSE,16-06-1992
17-06-1992,7.08739E+11,27.608618,FALSE,17-06-1992
18-06-1992,7.08826E+11,27.685163,FALSE,18-06-1992
19-06-1992,7.08912E+11,29.487646,FALSE,19-06-1992
20-06-1992,7.08998E+11,28.799742,FALSE,20-06-1992
21-06-1992,7.09085E+11,28.758965,FALSE,21-06-1992
22-06-1992,7.09171E+11,27.314743,FALSE,22-06-1992
23-06-1992,7.09258E+11,27.35128,FALSE,23-06-1992
24-06-1992,7.09344E+11,27.963652,FALSE,24-06-1992
25-06-1992,7.0943E+11,27.399734,FALSE,25-06-1992
26-06-1992,7.09517E+11,27.339602,FALSE,26-06-1992
27-06-1992,7.09603E+11,25.825386,FALSE,27-06-1992
28-06-1992,7.0969E+11,26.774235,FALSE,28-06-1992
29-06-1992,7.09776E+11,26.744776,FALSE,29-06-1992
30-06-1992,7.09862E+11,28.302174,FALSE,30-06-1992
01-07-1992,7.09949E+11,30.469133,FALSE,01-07-1992
02-07-1992,7.10035E+11,29.188429,FALSE,02-07-1992
03-07-1992,7.10122E+11,28.79874,FALSE,03-07-1992
04-07-1992,7.10208E+11,29.186924,FALSE,04-07-1992
05-07-1992,7.10294E+11,28.72561,FALSE,05-07-1992
06-07-1992,7.10381E+11,29.015608,FALSE,06-07-1992
07-07-1992,7.10467E+11,27.195911,FALSE,07-07-1992
08-07-1992,7.10554E+11,28.797523,FALSE,08-07-1992
09-07-1992,7.1064E+11,29.473553,FALSE,09-07-1992
10-07-1992,7.10726E+11,30.234436,FALSE,10-07-1992
11-07-1992,7.10813E+11,30.773613,FALSE,11-07-1992
12-07-1992,7.10899E+11,30.408983,FALSE,12-07-1992
13-07-1992,7.10986E+11,31.109995,FALSE,13-07-1992
14-07-1992,7.11072E+11,32.865223,FALSE,14-07-1992
15-07-1992,7.11158E+11,34.56484,FALSE,15-07-1992
16-07-1992,7.11245E+11,33.14959,FALSE,16-07-1992
17-07-1992,7.11331E+11,34.004574,FALSE,17-07-1992
18-07-1992,7.11418E+11,35.435165,FALSE,18-07-1992
19-07-1992,7.11504E+11,35.69122,FALSE,19-07-1992
20-07-1992,7.1159E+11,37.215275,FALSE,20-07-1992
21-07-1992,7.11677E+11,37.750996,FALSE,21-07-1992
22-07-1992,7.11763E+11,38.945713,FALSE,22-07-1992
23-07-1992,7.1185E+11,39.721558,FALSE,23-07-1992
24-07-1992,7.11936E+11,37.937866,FALSE,24-07-1992
25-07-1992,7.12022E+11,37.526436,FALSE,25-07-1992
26-07-1992,7.12109E+11,39.533512,FALSE,26-07-1992
27-07-1992,7.12195E+11,40.728676,FALSE,27-07-1992
28-07-1992,7.12282E+11,39.407738,FALSE,28-07-1992
29-07-1992,7.12368E+11,38.95502,FALSE,29-07-1992
30-07-1992,7.12454E+11,38.90877,FALSE,30-07-1992
31-07-1992,7.12541E+11,37.70569,FALSE,31-07-1992
01-08-1992,7.12627E+11,37.58472,FALSE,01-08-1992
02-08-1992,7.12714E+11,38.2223,FALSE,02-08-1992
03-08-1992,7.128E+11,40.47483,FALSE,03-08-1992
04-08-1992,7.12886E+11,39.542557,FALSE,04-08-1992
05-08-1992,7.12973E+11,40.33215,FALSE,05-08-1992
06-08-1992,7.13059E+11,40.827873,FALSE,06-08-1992
07-08-1992,7.13146E+11,41.227314,FALSE,07-08-1992
08-08-1992,7.13232E+11,42.492523,FALSE,08-08-1992
09-08-1992,7.13318E+11,44.069645,FALSE,09-08-1992
10-08-1992,7.13405E+11,45.730522,FALSE,10-08-1992
11-08-1992,7.13491E+11,47.10622,FALSE,11-08-1992
12-08-1992,7.13578E+11,46.385082,FALSE,12-08-1992
13-08-1992,7.13664E+11,46.07196,FALSE,13-08-1992
14-08-1992,7.1375E+11,45.93179,FALSE,14-08-1992
15-08-1992,7.13837E+11,46.585022,FALSE,15-08-1992
16-08-1992,7.13923E+11,45.276676,FALSE,16-08-1992
17-08-1992,7.1401E+11,46.23828,FALSE,17-08-1992
18-08-1992,7.14096E+11,45.64396,FALSE,18-08-1992
19-08-1992,7.14182E+11,44.918858,FALSE,19-08-1992
20-08-1992,7.14269E+11,45.57177,FALSE,20-08-1992
21-08-1992,7.14355E+11,45.26388,FALSE,21-08-1992
22-08-1992,7.14442E+11,45.549194,FALSE,22-08-1992
23-08-1992,7.14528E+11,45.82305,FALSE,23-08-1992
24-08-1992,7.14614E+11,46.970554,FALSE,24-08-1992
25-08-1992,7.14701E+11,46.37609,FALSE,25-08-1992
26-08-1992,7.14787E+11,46.260483,FALSE,26-08-1992
27-08-1992,7.14874E+11,47.66231,FALSE,27-08-1992
28-08-1992,7.1496E+11,46.984447,FALSE,28-08-1992
29-08-1992,7.15046E+11,47.52322,FALSE,29-08-1992
30-08-1992,7.15133E+11,48.07969,FALSE,30-08-1992
31-08-1992,7.15219E+11,46.371838,FALSE,31-08-1992
01-09-1992,7.15306E+11,45.773266,FALSE,01-09-1992
02-09-1992,7.15392E+11,45.95434,FALSE,02-09-1992
03-09-1992,7.15478E+11,46.63054,FALSE,03-09-1992
04-09-1992,7.15565E+11,46.16577,FALSE,04-09-1992
05-09-1992,7.15651E+11,44.854958,FALSE,05-09-1992
06-09-1992,7.15738E+11,46.015163,FALSE,06-09-1992
07-09-1992,7.15824E+11,46.39412,FALSE,07-09-1992
08-09-1992,7.1591E+11,47.115303,FALSE,08-09-1992
09-09-1992,7.15997E+11,48.389244,FALSE,09-09-1992
10-09-1992,7.16083E+11,49.417873,FALSE,10-09-1992
11-09-1992,7.1617E+11,51.065403,FALSE,11-09-1992
12-09-1992,7.16256E+11,52.456238,FALSE,12-09-1992
13-09-1992,7.16342E+11,52.999035,FALSE,13-09-1992
14-09-1992,7.16429E+11,54.12743,FALSE,14-09-1992
15-09-1992,7.16515E+11,53.7801,FALSE,15-09-1992
16-09-1992,7.16602E+11,55.81832,FALSE,16-09-1992
17-09-1992,7.16688E+11,55.556866,FALSE,17-09-1992
18-09-1992,7.16774E+11,55.169754,FALSE,18-09-1992
19-09-1992,7.16861E+11,56.078487,FALSE,19-09-1992
20-09-1992,7.16947E+11,57.04206,FALSE,20-09-1992
21-09-1992,7.17034E+11,57.696487,FALSE,21-09-1992
22-09-1992,7.1712E+11,58.295,FALSE,22-09-1992
23-09-1992,7.17206E+11,57.557446,FALSE,23-09-1992
24-09-1992,7.17293E+11,58.331425,FALSE,24-09-1992
25-09-1992,7.17379E+11,57.950638,FALSE,25-09-1992
26-09-1992,7.17466E+11,58.34435,FALSE,26-09-1992
27-09-1992,7.17552E+11,58.833355,FALSE,27-09-1992
28-09-1992,7.17638E+11,58.76227,FALSE,28-09-1992
29-09-1992,7.17725E+11,59.494488,FALSE,29-09-1992
30-09-1992,7.17811E+11,57.355354,FALSE,30-09-1992
01-10-1992,7.17898E+11,58.790134,FALSE,01-10-1992
02-10-1992,7.17984E+11,59.179337,FALSE,02-10-1992
03-10-1992,7.1807E+11,59.625965,FALSE,03-10-1992
04-10-1992,7.18157E+11,60.479477,FALSE,04-10-1992
05-10-1992,7.18243E+11,60.09911,FALSE,05-10-1992
06-10-1992,7.1833E+11,57.522114,FALSE,06-10-1992
07-10-1992,7.18416E+11,57.382774,FALSE,07-10-1992
08-10-1992,7.18502E+11,57.503315,FALSE,08-10-1992
09-10-1992,7.18589E+11,57.841,FALSE,09-10-1992
10-10-1992,7.18675E+11,57.66662,FALSE,10-10-1992
11-10-1992,7.18762E+11,56.894257,FALSE,11-10-1992
12-10-1992,7.18848E+11,56.17251,FALSE,12-10-1992
13-10-1992,7.18934E+11,55.17423,FALSE,13-10-1992
14-10-1992,7.19021E+11,53.552975,FALSE,14-10-1992
15-10-1992,7.19107E+11,54.59501,FALSE,15-10-1992
16-10-1992,7.19194E+11,54.971504,FALSE,16-10-1992
17-10-1992,7.1928E+11,55.068024,FALSE,17-10-1992
18-10-1992,7.19366E+11,55.13243,FALSE,18-10-1992
19-10-1992,7.19453E+11,53.61109,FALSE,19-10-1992
20-10-1992,7.19539E+11,53.478245,FALSE,20-10-1992
21-10-1992,7.19626E+11,52.814735,FALSE,21-10-1992
22-10-1992,7.19712E+11,53.094517,FALSE,22-10-1992
23-10-1992,7.19798E+11,52.5807,FALSE,23-10-1992
24-10-1992,7.19885E+11,51.837437,FALSE,24-10-1992
25-10-1992,7.19971E+11,51.047035,FALSE,25-10-1992
26-10-1992,7.20058E+11,54.192898,FALSE,26-10-1992
27-10-1992,7.20144E+11,55.58835,FALSE,27-10-1992
28-10-1992,7.2023E+11,55.63988,FALSE,28-10-1992
29-10-1992,7.20317E+11,53.923622,FALSE,29-10-1992
30-10-1992,7.20403E+11,53.400406,FALSE,30-10-1992
31-10-1992,7.2049E+11,53.58675,FALSE,31-10-1992
01-11-1992,7.20576E+11,54.400658,FALSE,01-11-1992
02-11-1992,7.20662E+11,54.19577,FALSE,02-11-1992
03-11-1992,7.20749E+11,55.471573,FALSE,03-11-1992
04-11-1992,7.20835E+11,56.07344,FALSE,04-11-1992
05-11-1992,7.20922E+11,56.14208,FALSE,05-11-1992
06-11-1992,7.21008E+11,56.34961,FALSE,06-11-1992
07-11-1992,7.21094E+11,55.744183,FALSE,07-11-1992
08-11-1992,7.21181E+11,56.46432,FALSE,08-11-1992
09-11-1992,7.21267E+11,56.967922,FALSE,09-11-1992
10-11-1992,7.21354E+11,57.224266,FALSE,10-11-1992
11-11-1992,7.2144E+11,58.78118,FALSE,11-11-1992
12-11-1992,7.21526E+11,59.09618,FALSE,12-11-1992
13-11-1992,7.21613E+11,59.415348,FALSE,13-11-1992
14-11-1992,7.21699E+11,58.171715,FALSE,14-11-1992
15-11-1992,7.21786E+11,58.68586,FALSE,15-11-1992
16-11-1992,7.21872E+11,58.93633,FALSE,16-11-1992
17-11-1992,7.21958E+11,57.565067,FALSE,17-11-1992
18-11-1992,7.22045E+11,59.315544,FALSE,18-11-1992
19-11-1992,7.22131E+11,58.09906,FALSE,19-11-1992
20-11-1992,7.22218E+11,57.340206,FALSE,20-11-1992
21-11-1992,7.22304E+11,57.25429,FALSE,21-11-1992
22-11-1992,7.2239E+11,57.471962,FALSE,22-11-1992
23-11-1992,7.22477E+11,55.823013,FALSE,23-11-1992
24-11-1992,7.22563E+11,56.6894,FALSE,24-11-1992
25-11-1992,7.2265E+11,55.955173,FALSE,25-11-1992
26-11-1992,7.22736E+11,55.77556,FALSE,26-11-1992
27-11-1992,7.22822E+11,57.49218,FALSE,27-11-1992
28-11-1992,7.22909E+11,57.470955,FALSE,28-11-1992
29-11-1992,7.22995E+11,58.465576,FALSE,29-11-1992
30-11-1992,7.23082E+11,56.363937,FALSE,30-11-1992
01-12-1992,7.23168E+11,55.560287,FALSE,01-12-1992
02-12-1992,7.23254E+11,55.741337,FALSE,02-12-1992
03-12-1992,7.23341E+11,56.590237,FALSE,03-12-1992
04-12-1992,7.23427E+11,55.495068,FALSE,04-12-1992
05-12-1992,7.23514E+11,53.596447,FALSE,05-12-1992
06-12-1992,7.236E+11,53.589516,FALSE,06-12-1992
07-12-1992,7.23686E+11,53.605877,FALSE,07-12-1992
08-12-1992,7.23773E+11,53.108746,FALSE,08-12-1992
09-12-1992,7.23859E+11,52.936188,FALSE,09-12-1992
10-12-1992,7.23946E+11,51.51379,FALSE,10-12-1992
11-12-1992,7.24032E+11,50.126377,FALSE,11-12-1992
12-12-1992,7.24118E+11,50.704494,FALSE,12-12-1992
13-12-1992,7.24205E+11,49.261463,FALSE,13-12-1992
14-12-1992,7.24291E+11,50.11827,FALSE,14-12-1992
15-12-1992,7.24378E+11,49.796967,FALSE,15-12-1992
16-12-1992,7.24464E+11,48.38873,FALSE,16-12-1992
17-12-1992,7.2455E+11,49.132458,FALSE,17-12-1992
18-12-1992,7.24637E+11,48.83888,FALSE,18-12-1992
19-12-1992,7.24723E+11,47.535675,FALSE,19-12-1992
20-12-1992,7.2481E+11,46.997475,FALSE,20-12-1992
21-12-1992,7.24896E+11,49.555412,FALSE,21-12-1992
22-12-1992,7.24982E+11,49.2197,FALSE,22-12-1992
23-12-1992,7.25069E+11,47.613834,FALSE,23-12-1992
24-12-1992,7.25155E+11,46.94418,FALSE,24-12-1992
25-12-1992,7.25242E+11,46.52026,FALSE,25-12-1992
26-12-1992,7.25328E+11,44.8251,FALSE,26-12-1992
27-12-1992,7.25414E+11,44.586075,FALSE,27-12-1992
28-12-1992,7.25501E+11,45.480255,FALSE,28-12-1992
29-12-1992,7.25587E+11,46.307583,FALSE,29-12-1992
30-12-1992,7.25674E+11,46.291767,FALSE,30-12-1992
31-12-1992,7.2576E+11,45.634544,FALSE,31-12-1992
01-01-1993,7.25846E+11,45.443485,FALSE,01-01-1993
02-01-1993,7.25933E+11,46.69491,FALSE,02-01-1993
03-01-1993,7.26019E+11,45.77441,FALSE,03-01-1993
04-01-1993,7.26106E+11,47.72917,FALSE,04-01-1993
05-01-1993,7.26192E+11,45.120083,FALSE,05-01-1993
06-01-1993,7.26278E+11,46.776165,FALSE,06-01-1993
07-01-1993,7.26365E+11,46.227093,FALSE,07-01-1993
08-01-1993,7.26451E+11,47.203457,FALSE,08-01-1993
09-01-1993,7.26538E+11,48.639175,FALSE,09-01-1993
10-01-1993,7.26624E+11,49.565075,FALSE,10-01-1993
11-01-1993,7.2671E+11,48.99667,FALSE,11-01-1993
12-01-1993,7.26797E+11,49.558876,FALSE,12-01-1993
13-01-1993,7.26883E+11,50.005676,FALSE,13-01-1993
14-01-1993,7.2697E+11,48.862328,FALSE,14-01-1993
15-01-1993,7.27056E+11,49.20736,FALSE,15-01-1993
16-01-1993,7.27142E+11,47.625877,FALSE,16-01-1993
17-01-1993,7.27229E+11,46.066742,FALSE,17-01-1993
18-01-1993,7.27315E+11,45.094788,FALSE,18-01-1993
19-01-1993,7.27402E+11,42.180027,FALSE,19-01-1993
20-01-1993,7.27488E+11,42.950073,FALSE,20-01-1993
21-01-1993,7.27574E+11,43.196033,FALSE,21-01-1993
22-01-1993,7.27661E+11,42.29789,FALSE,22-01-1993
23-01-1993,7.27747E+11,44.395824,FALSE,23-01-1993
24-01-1993,7.27834E+11,45.422665,FALSE,24-01-1993
25-01-1993,7.2792E+11,46.947117,FALSE,25-01-1993
26-01-1993,7.28006E+11,47.198647,FALSE,26-01-1993
27-01-1993,7.28093E+11,46.971058,FALSE,27-01-1993
28-01-1993,7.28179E+11,47.12586,FALSE,28-01-1993
29-01-1993,7.28266E+11,47.17901,FALSE,29-01-1993
30-01-1993,7.28352E+11,46.805,FALSE,30-01-1993
31-01-1993,7.28438E+11,48.150337,FALSE,31-01-1993
01-02-1993,7.28525E+11,46.759167,FALSE,01-02-1993
02-02-1993,7.28611E+11,48.3783,FALSE,02-02-1993
03-02-1993,7.28698E+11,50.99569,FALSE,03-02-1993
04-02-1993,7.28784E+11,50.63613,FALSE,04-02-1993
05-02-1993,7.2887E+11,50.809757,FALSE,05-02-1993
06-02-1993,7.28957E+11,51.266937,FALSE,06-02-1993
07-02-1993,7.29043E+11,51.137547,FALSE,07-02-1993
08-02-1993,7.2913E+11,51.56208,FALSE,08-02-1993
09-02-1993,7.29216E+11,51.36768,FALSE,09-02-1993
10-02-1993,7.29302E+11,51.41453,FALSE,10-02-1993
11-02-1993,7.29389E+11,51.87363,FALSE,11-02-1993
12-02-1993,7.29475E+11,52.45124,FALSE,12-02-1993
13-02-1993,7.29562E+11,52.344833,FALSE,13-02-1993
14-02-1993,7.29648E+11,52.139645,FALSE,14-02-1993
15-02-1993,7.29734E+11,50.791256,FALSE,15-02-1993
16-02-1993,7.29821E+11,49.493465,FALSE,16-02-1993
17-02-1993,7.29907E+11,49.185665,FALSE,17-02-1993
18-02-1993,7.29994E+11,49.18674,FALSE,18-02-1993
19-02-1993,7.3008E+11,49.987827,FALSE,19-02-1993
20-02-1993,7.30166E+11,50.11659,FALSE,20-02-1993
21-02-1993,7.30253E+11,49.693768,FALSE,21-02-1993
22-02-1993,7.30339E+11,50.22934,FALSE,22-02-1993
23-02-1993,7.30426E+11,50.090607,FALSE,23-02-1993
24-02-1993,7.30512E+11,48.417423,FALSE,24-02-1993
25-02-1993,7.30598E+11,48.822495,FALSE,25-02-1993
26-02-1993,7.30685E+11,47.09955,FALSE,26-02-1993
27-02-1993,7.30771E+11,46.256153,FALSE,27-02-1993
28-02-1993,7.30858E+11,45.392365,FALSE,28-02-1993
01-03-1993,7.30944E+11,45.249023,FALSE,01-03-1993
02-03-1993,7.3103E+11,45.041523,FALSE,02-03-1993
03-03-1993,7.31117E+11,42.76964,FALSE,03-03-1993
04-03-1993,7.31203E+11,41.546158,FALSE,04-03-1993
05-03-1993,7.3129E+11,40.33962,FALSE,05-03-1993
06-03-1993,7.31376E+11,40.38129,FALSE,06-03-1993
07-03-1993,7.31462E+11,41.674667,FALSE,07-03-1993
08-03-1993,7.31549E+11,40.180332,FALSE,08-03-1993
09-03-1993,7.31635E+11,40.588577,FALSE,09-03-1993
10-03-1993,7.31722E+11,40.4201,FALSE,10-03-1993
11-03-1993,7.31808E+11,38.26805,FALSE,11-03-1993
12-03-1993,7.31894E+11,38.886883,FALSE,12-03-1993
13-03-1993,7.31981E+11,38.46233,FALSE,13-03-1993
14-03-1993,7.32067E+11,39.370506,FALSE,14-03-1993
15-03-1993,7.32154E+11,40.99898,FALSE,15-03-1993
16-03-1993,7.3224E+11,40.111366,FALSE,16-03-1993
17-03-1993,7.32326E+11,39.78666,FALSE,17-03-1993
18-03-1993,7.32413E+11,40.183105,FALSE,18-03-1993
19-03-1993,7.32499E+11,40.34843,FALSE,19-03-1993
20-03-1993,7.32586E+11,43.723183,FALSE,20-03-1993
21-03-1993,7.32672E+11,42.432545,FALSE,21-03-1993
22-03-1993,7.32758E+11,42.579536,FALSE,22-03-1993
23-03-1993,7.32845E+11,42.94737,FALSE,23-03-1993
24-03-1993,7.32931E+11,43.88144,FALSE,24-03-1993
25-03-1993,7.33018E+11,44.171864,FALSE,25-03-1993
26-03-1993,7.33104E+11,44.101173,FALSE,26-03-1993
27-03-1993,7.3319E+11,41.75991,FALSE,27-03-1993
28-03-1993,7.33277E+11,42.949303,FALSE,28-03-1993
29-03-1993,7.33363E+11,42.671154,FALSE,29-03-1993
30-03-1993,7.3345E+11,43.66573,FALSE,30-03-1993
31-03-1993,7.33536E+11,43.363346,FALSE,31-03-1993
01-04-1993,7.33622E+11,42.39915,FALSE,01-04-1993
02-04-1993,7.33709E+11,42.468884,FALSE,02-04-1993
03-04-1993,7.33795E+11,41.53115,FALSE,03-04-1993
04-04-1993,7.33882E+11,42.312225,FALSE,04-04-1993
05-04-1993,7.33968E+11,44.425697,FALSE,05-04-1993
06-04-1993,7.34054E+11,46.23821,FALSE,06-04-1993
07-04-1993,7.34141E+11,45.936035,FALSE,07-04-1993
08-04-1993,7.34227E+11,46.798172,FALSE,08-04-1993
09-04-1993,7.34314E+11,47.885715,FALSE,09-04-1993
10-04-1993,7.344E+11,47.197662,FALSE,10-04-1993
11-04-1993,7.34486E+11,46.4846,FALSE,11-04-1993
12-04-1993,7.34573E+11,46.039543,FALSE,12-04-1993
13-04-1993,7.34659E+11,45.406963,FALSE,13-04-1993
14-04-1993,7.34746E+11,44.937943,FALSE,14-04-1993
15-04-1993,7.34832E+11,44.954506,FALSE,15-04-1993
16-04-1993,7.34918E+11,43.10914,FALSE,16-04-1993
17-04-1993,7.35005E+11,43.337036,FALSE,17-04-1993
18-04-1993,7.35091E+11,41.585217,FALSE,18-04-1993
19-04-1993,7.35178E+11,40.97843,FALSE,19-04-1993
20-04-1993,7.35264E+11,42.401825,FALSE,20-04-1993
21-04-1993,7.3535E+11,41.14863,FALSE,21-04-1993
22-04-1993,7.35437E+11,41.920437,FALSE,22-04-1993
